Id,SalePrice
1571,118807.118101928
1572,144636.43851299337
1573,230893.54399821546
1574,148804.72835622594
1575,214035.45147993843
1576,203780.51337043385
1577,199098.1376882071
1578,149914.40238914883
1579,133665.6130782822
1580,192457.62389441856
1581,140103.6662988701
1582,124385.76716674381
1583,273537.3319825191
1584,234081.74297257856
1585,136058.10463710414
1586,87498.74811255003
1587,105197.41293885522
1588,165505.1445341948
1589,105552.51812646704
1590,134710.87211134704
1591,101117.13370550354
1592,128600.19233108757
1593,115399.84831261373
1594,159063.45134885891
1595,112219.20257329728
1596,226831.68248336233
1597,183117.6423949423
1598,188152.80642760053
1599,196629.79324861022
1600,194112.13462256224
1601,73688.6196942458
1602,111173.9972136704
1603,111388.81587839917
1604,281050.1412768471
1605,247800.92838949972
1606,171377.58727188938
1607,180756.474840593
1608,215391.6442753442
1609,200625.07723635662
1610,166217.58644320117
1611,145683.56357596512
1612,191439.10628956344
1613,164728.86824677547
1614,117176.6160068694
1615,80057.4354606971
1616,80057.4354606971
1617,82203.74557158134
1618,124737.80060289579
1619,129868.72905940007
1620,188620.1944774718
1621,138623.1821279523
1622,151897.43268676422
1623,274456.45869479753
1624,207343.73959082094
1625,111029.77834994695
1626,162933.46679890298
1627,180432.6904728063
1628,256234.08775750417
1629,167506.53247296537
1630,344383.910972468
1631,214311.114940821
1632,251699.84883375716
1633,167078.79039318743
1634,172547.1982344338
1635,180057.84861475526
1636,169954.73152112836
1637,187277.8364586576
1638,190909.75328201707
1639,170154.03580247177
1640,253211.37109013717
1641,185202.50071242193
1642,230276.0766503193
1643,244405.45826992096
1644,239953.2050330392
1645,186645.45571561437
1646,161218.2080154157
1647,164650.8688144276
1648,152808.9950975355
1649,133805.67833565967
1650,111799.42408189212
1651,120914.24424355605
1652,94804.1003134763
1653,95877.44145533463
1654,166304.30487299216
1655,158325.70902148774
1656,147425.06118789554
1657,160567.20255809967
1658,160384.1796584616
1659,138502.70996932033
1660,158003.10687086426
1661,447075.6287304952
1662,386397.3866259934
1663,370080.2409816199
1664,491014.65603410086
1665,347138.2936728259
1666,328526.7112180864
1667,373853.72616045654
1668,333449.7031017341
1669,280224.27383828675
1670,337290.1631277482
1671,220412.02687210916
1672,414797.0252098874
1673,302146.81585043354
1674,243492.38447896866
1675,184781.42450326367
1676,189909.75695147953
1677,212555.88911651916
1678,399665.9496301791
1679,362983.19169856224
1680,330865.81514476053
1681,269170.99266277935
1682,302933.97025826597
1683,179129.0504530444
1684,177213.67705415562
1685,172201.3506113111
1686,164070.09282787688
1687,166447.4889553364
1688,194407.16813328408
1689,193082.8617676862
1690,187655.18611141472
1691,176759.4013314176
1692,256190.93303173987
1693,170327.86934858636
1694,177698.45318525034
1695,169970.51505475433
1696,256782.76858290902
1697,177041.9932026852
1698,332414.4368193461
1699,342078.5914444628
1700,241195.8437074802
1701,267621.4985069561
1702,255276.20729378096
1703,251797.00780372572
1704,255863.84345204942
1705,245073.23296305983
1706,436516.28364717815
1707,239000.27427657667
1708,207224.09301042728
1709,249637.82910458022
1710,224082.23232447702
1711,264870.5649768589
1712,257104.91888610055
1713,231342.8260627638
1714,209511.57974408314
1715,201563.57407782515
1716,185793.20078229066
1717,177931.44832387567
1718,132367.15438369155
1719,220468.7688018002
1720,261047.98489590877
1721,177893.955650286
1722,131721.16872680408
1723,158163.09708748496
1724,226250.5526560379
1725,232269.1172882435
1726,192928.4946746901
1727,178266.6256833323
1728,179022.84401739473
1729,166553.93642412688
1730,165643.18206819592
1731,129631.67900564747
1732,128969.26407687884
1733,116181.05620420947
1734,119342.09500029555
1735,136637.70631846983
1736,119163.66129300279
1737,323276.62108103326
1738,219769.91853839596
1739,279739.59685323143
1740,229915.61945191317
1741,196709.96341700718
1742,167703.38749194684
1743,162070.37386336768
1744,274812.3592544027
1745,226989.69829891974
1746,212285.25796684105
1747,220709.0148659092
1748,224521.5180667094
1749,167380.15833168256
1750,134116.0294535802
1751,217384.7589809011
1752,118395.53206806062
1753,147685.8159161731
1754,183184.7068580241
1755,171500.2756943034
1756,114920.22144724234
1757,120986.14991332224
1758,151925.55665907884
1759,155233.75951135
1760,165375.41593881723
1761,124240.9268116164
1762,188625.84345944566
1763,183380.66851466242
1764,125983.99232784903
1765,169290.9969249868
1766,167591.0662404298
1767,177506.60595732456
1768,146785.47817606555
1769,171776.78354958261
1770,144446.25859141292
1771,129632.6991038617
1772,142795.14369890286
1773,126338.98916501306
1774,153570.41582097704
1775,144174.84302018472
1776,124538.88654018677
1777,109861.56530791346
1778,135242.7987506702
1779,115653.66842256085
1780,171949.9229855065
1781,133388.65608793934
1782,100107.75752553702
1783,150816.47191018582
1784,107608.86253466735
1785,124642.3250762654
1786,160831.72886741167
1787,165448.91668851202
1788,63641.983532592145
1789,100116.75302207137
1790,86522.4578574417
1791,198651.91598309926
1792,145842.76494434557
1793,138750.93824444097
1794,151977.86392327264
1795,141522.14550979098
1796,145025.17535546332
1797,131203.16451034127
1798,133438.67724808227
1799,115469.39238853731
1800,137223.8713540854
1801,128010.6478157859
1802,137052.04175125592
1803,157495.8835949393
1804,137286.49306516524
1805,138248.49132360873
1806,125543.01888336944
1807,127596.19223265871
1808,117715.6984892315
1809,118382.5039413812
1810,130458.73758154422
1811,106395.52081092677
1812,86875.79253326931
1813,115203.14712602059
1814,89546.14456448804
1815,63184.35844800412
1816,103538.80797591069
1817,146164.5941992659
1818,153332.30579698924
1819,126071.51428338062
1820,65010.12152552564
1821,104504.85231783558
1822,163802.34803317033
1823,43885.72099885196
1824,126023.89945203048
1825,135657.9118304401
1826,104475.27782971901
1827,105908.24984216409
1828,114937.24446682818
1829,145288.16776347542
1830,139975.76995165864
1831,152330.73762279542
1832,102889.24935584921
1833,133698.88849102615
1834,131898.62030699314
1835,128456.16033553802
1836,139167.46454341136
1837,103757.29576139062
1838,120386.4615158555
1839,97799.28668403711
1840,176019.1516377325
1841,154369.70782502095
1842,104046.65068887781
1843,125319.13141980892
1844,149785.97539967735
1845,142992.08959655193
1846,160152.4363363584
1847,177191.88878119586
1848,64019.237827766236
1849,123054.30343598267
1850,125975.9934574087
1851,137046.22937439953
1852,137014.33187045087
1853,144825.38885687786
1854,168447.77589273677
1855,148431.79808312116
1856,217846.81846784832
1857,165443.25562885575
1858,151260.48250525186
1859,123635.3609615838
1860,164395.06086587414
1861,123093.67742894331
1862,245700.20109502738
1863,245700.20109502738
1864,245700.20109502738
1865,342694.37263593986
1866,333109.3408572688
1867,242439.64294731614
1868,278935.1859588864
1869,197775.46888957897
1870,225610.83538962842
1871,285830.0421968877
1872,170326.74432060408
1873,227763.27460553165
1874,142489.428440662
1875,196533.5849426689
1876,198105.2858909194
1877,194760.95626857207
1878,204176.25305268873
1879,130673.43709453347
1880,124168.99329848023
1881,223500.52472075127
1882,260894.42628949892
1883,203020.02781995
1884,216882.37868819397
1885,250422.30633656794
1886,284689.9883414117
1887,200341.31610884698
1888,237608.97468267064
1889,160758.21864625884
1890,120453.27608583076
1891,142146.42736297732
1892,104124.73774768984
1893,132553.44090769775
1894,126513.47251076787
1895,136993.8026975904
1896,118344.28236373892
1897,108257.43998585118
1898,110518.17003336154
1899,162599.0094008135
1900,144330.39279387175
1901,158907.7042779909
1902,162169.06183132975
1903,243269.3926938463
1904,137559.99464369437
1905,198410.95923028322
1906,158671.66222194163
1907,197506.37328720992
1908,110479.41116872414
1909,136230.47115009677
1910,124805.11779974098
1911,206659.46779444057
1912,284969.2001781752
1913,147975.62585560008
1914,53858.332657117426
1915,360629.51951269276
1916,79754.31386366469
1917,263348.4751947669
1918,127573.0832731926
1919,161175.72673451752
1920,164220.42078171478
1921,379189.2410062632
1922,314748.3521895675
1923,217805.29729743858
1924,211322.16261569023
1925,228633.100052749
1926,366405.36452833156
1927,131082.99024414006
1928,151401.65311067665
1929,125705.54628450528
1930,138127.92468476726
1931,139314.88544170093
1932,129448.69503437643
1933,183782.651848401
1934,183291.47833632558
1935,173824.70387167204
1936,194357.36541516928
1937,183163.7601059051
1938,166919.88528950742
1939,283701.64442820265
1940,202778.91899078432
1941,170806.40722281777
1942,180112.51786904203
1943,221682.41152680703
1944,350049.1003252558
1945,380103.3371034934
1946,162011.50515180844
1947,330243.3821042117
1948,152786.69669820648
1949,221900.04977449906
1950,178213.90454418628
1951,252802.56518799093
1952,221897.72281461413
1953,164712.24909908508
1954,216137.57846248912
1955,125443.88717897744
1956,283420.64578162995
1957,157411.6838900428
1958,294916.30927569
1959,168820.78443236454
1960,112051.53114901912
1961,125140.51709781119
1962,94804.1003134763
1963,97332.35353726213
1964,105595.83100851635
1965,157104.7302697281
1966,150861.51492763095
1967,284488.48262991814
1968,414631.9826899934
1969,368468.921461191
1970,445534.1360779286
1971,419873.4401192125
1972,360421.492642961
1973,269278.4611469486
1974,309224.5259618413
1975,409721.0532087296
1976,249621.44863699065
1977,365094.11277344625
1978,410268.7566880241
1979,321019.02509598096
1980,185319.0291121223
1981,353893.21328670264
1982,221615.94593019955
1983,217857.97249312015
1984,166898.49274172846
1985,207023.9079026848
1986,200315.02203656937
1987,178797.11425296127
1988,181171.32778264213
1989,192172.89252916127
1990,215258.26979621823
1991,222246.9758792819
1992,199464.25014436644
1993,172298.29641210084
1994,222851.9998874074
1995,185336.12859013246
1996,268810.2790496558
1997,336268.5338533368
1998,333749.56915880006
1999,246047.34229249426
2000,316449.32564251835
2001,261950.7174580003
2002,223216.81269859686
2003,254906.53496103705
2004,267333.03694209387
2005,244723.46822439574
2006,240454.95246139177
2007,248892.0226308058
2008,201848.93306561626
2009,198637.20004640747
2010,191196.4499048695
2011,128440.34935137078
2012,182287.75057073185
2013,173373.41944651736
2014,189746.67754850545
2015,199100.71830709506
2016,196880.4255044977
2017,201818.5959609087
2018,133384.79129462806
2019,133488.5403585469
2020,95432.72161421647
2021,110711.56449213701
2022,169313.32408103472
2023,153220.57621690223
2024,249407.40819338043
2025,351375.25970359717
2026,183968.7146600776
2027,145048.28825603757
2028,153122.057818418
2029,166887.88569360753
2030,270962.9885090451
2031,236408.5547879058
2032,253884.0804734425
2033,258703.3251841391
2034,165790.42513951604
2035,207417.1577995654
2036,199755.54856966843
2037,199711.04793838089
2038,275789.0438309576
2039,231642.12955658184
2040,330126.2343038037
2041,248922.35359174205
2042,205548.09099535763
2043,179931.22963052205
2044,175845.87328985034
2045,178570.85760107712
2046,140349.3205951468
2047,140973.49096587487
2048,140676.35986946328
2049,139717.6785393306
2050,191161.54180157412
2051,115407.49914214009
2052,132969.739921967
2053,148763.24960165427
2054,90955.63941325856
2055,153338.188797684
2056,129461.95775980421
2057,130511.51725937478
2058,206575.6027949346
2059,141423.33464255466
2060,162759.35851125934
2061,161679.2492557804
2062,141686.72895932023
2063,110031.72903425517
2064,142179.91453756765
2065,115693.2727955581
2066,163178.50913860742
2067,143642.50169613294
2068,138384.9434572993
2069,82027.96969728029
2070,110800.83045785147
2071,112035.0476897011
2072,143032.39033777456
2073,130940.82031520894
2074,185205.01011052553
2075,156382.51267100812
2076,115090.09366117099
2077,146556.58938647472
2078,127593.37477649082
2079,138121.47450786008
2080,126042.9773366933
2081,126950.18700349555
2082,136497.24539380806
2083,142815.6098664321
2084,115242.3683314331
2085,128519.11412055904
2086,126839.56240155963
2087,126653.14388362165
2088,105807.23855531205
2089,94428.5947178915
2090,139017.22282092366
2091,117393.78090626639
2092,135479.5972965001
2093,120339.11376639518
2094,133391.6152439759
2095,145931.78454339888
2096,75932.46661738146
2097,100055.0798896585
2098,141263.65517570457
2099,62200.88083572185
2100,105615.25881828782
2101,120004.65474462145
2102,130143.92698269442
2103,106613.14075770117
2104,126488.51652205069
2105,126672.94276336474
2106,75262.76411777276
2107,206515.38781642757
2108,112836.51186210485
2109,119346.83746851239
2110,130832.24669041546
2111,142977.29205345616
2112,152080.08887497435
2113,126515.12057713568
2114,109306.38676011753
2115,147033.9198330167
2116,114072.54609474867
2117,150503.5645319631
2118,133266.995952029
2119,116402.42259719425
2120,114162.35580414743
2121,97543.22980443915
2122,113066.51041664134
2123,92035.27212075636
2124,189304.112968588
2125,130822.28659354192
2126,169436.07309574657
2127,162891.686143977
2128,134082.13363436653
2129,125149.5514651866
2130,125854.46346410608
2131,152337.80639887514
2132,110497.63763975402
2133,119012.01881256585
2134,115843.78802869617
2135,93707.79664932357
2136,79004.0784485781
2137,117352.52240478933
2138,132003.88572407363
2139,153275.44556638628
2140,138228.14026701613
2141,150874.15005030407
2142,145644.58328551802
2143,143815.07737383546
2144,109817.60804471222
2145,132510.90073169395
2146,158547.80055067153
2147,164946.6834711284
2148,136392.7319196583
2149,157365.0493451688
2150,233331.10216413543
2151,134770.74735152104
2152,164783.83769587273
2153,151346.4168307096
2154,100122.58162784026
2155,131671.38979891702
2156,254657.94033800976
2157,204460.35734319096
2158,236912.0075959671
2159,237520.8845517894
2160,169168.30727012435
2161,242264.50370097725
2162,320605.8560870532
2163,367150.28135442035
2164,258694.11364529605
2165,214877.54219469562
2166,139794.9327799729
2167,217449.89361894643
2168,194332.3793229552
2169,192251.6151605402
2170,217489.8457810136
2171,142135.40444830636
2172,140142.35709033627
2173,176706.69349734296
2174,245586.81420755896
2175,289576.1414532635
2176,325364.0639123267
2177,248507.26960541395
2178,213911.8868348783
2179,141053.14654671538
2180,189118.95913065723
2181,195283.2536871319
2182,216820.09138157422
2183,203293.84914634202
2184,116909.54208957145
2185,136013.48831218143
2186,144592.35825217597
2187,156556.0051982667
2188,152804.67525678914
2189,199656.09837463193
2190,80396.58352303898
2191,83438.19720537383
2192,86549.94773089245
2193,115666.20612929323
2194,100007.27023194627
2195,107879.0553351366
2196,122264.76939210296
2197,124321.06588532648
2198,155744.22583466896
2199,134185.69316400614
2200,134006.8702115914
2201,147056.02518805247
2202,200493.85464539262
2203,167457.69638617235
2204,201673.98477857132
2205,146861.28613184782
2206,150120.5769544997
2207,196732.36316918046
2208,252177.35899504166
2209,200568.64597517662
2210,125882.5898845187
2211,113526.67755546559
2212,117943.82103018873
2213,111648.7406430977
2214,140784.1279931605
2215,100647.06756302754
2216,156730.2364885843
2217,84156.31635906333
2218,72945.48348958354
2219,88013.00839450333
2220,91477.12704012897
2221,357253.5210122395
2222,255790.3848429132
2223,279677.6492392294
2224,223831.45539053396
2225,136470.30157979496
2226,177305.44401416616
2227,201663.42242931182
2228,285149.2502072103
2229,230446.94658936263
2230,160510.76830280197
2231,209680.49618409987
2232,175475.65756591223
2233,175585.40594370748
2234,245715.10949824413
2235,216275.78126696715
2236,248375.0231815376
2237,308696.9436638137
2238,209408.21412354172
2239,113468.70897931782
2240,165619.02516796245
2241,158153.348021866
2242,124138.85003863834
2243,120993.52156872465
2244,105484.03414595367
2245,99318.52975091984
2246,137494.34112275532
2247,105809.20563498289
2248,116632.54972214089
2249,124622.80753424975
2250,128144.99066146382
2251,140193.21231064267
2252,155380.51412744808
2253,161724.12441304335
2254,176794.46547353218
2255,173435.0785820313
2256,178451.42990657125
2257,206797.50157138804
2258,175349.33806666883
2259,187733.4323500769
2260,155537.85863346595
2261,199950.96096530123
2262,219151.87690460493
2263,349962.5112811944
2264,409798.4862887106
2265,186405.56885905605
2266,304125.6470947277
2267,308743.39470635186
2268,400473.9773534621
2269,142000.55986509856
2270,176572.4814201267
2271,210154.98756678237
2272,200807.07030009275
2273,166844.50094384587
2274,177351.39173350122
2275,178612.2204478212
2276,200036.9148468093
2277,173348.63932164633
2278,144493.4927621978
2279,137988.32816192377
2280,112147.19221031848
2281,182788.6190350121
2282,181301.33338295037
2283,97018.05819583344
2284,126057.61738924876
2285,142564.17766776768
2286,125252.04516716141
2287,377896.306532181
2288,289564.16510310344
2289,322138.9636731291
2290,448129.18013370445
2291,327105.2733365081
2292,391250.3538930415
2293,412761.0892299885
2294,468379.6173107482
2295,411979.49739963724
2296,275449.4707389962
2297,298570.21817167266
2298,366881.49680819723
2299,408141.8249729223
2300,312833.8109275595
2301,283536.5445503864
2302,222957.46253837767
2303,236980.78201140664
2304,269970.5884569369
2305,184400.3586574494
2306,181834.33915917898
2307,189341.23388293086
2308,213459.34508284845
2309,270478.60629529884
2310,221469.57125137854
2311,178369.82874160982
2312,188834.54453811664
2313,172348.38197091405
2314,179064.25576110624
2315,176085.7204116405
2316,183834.96772596825
2317,176213.02992941937
2318,177283.5775198246
2319,188497.4175664744
2320,193618.3032896324
2321,252940.5429304406
2322,164495.57078995532
2323,189945.6318057128
2324,173118.44402139692
2325,225746.10997268232
2326,172151.97307590887
2327,213566.30921114061
2328,217189.79972621385
2329,181813.365935941
2330,175964.06510364407
2331,376798.6173909054
2332,438296.72722379665
2333,319109.8272525901
2334,263437.6974285608
2335,274668.35783861217
2336,314315.9410547826
2337,203103.68955739512
2338,236471.95834773377
2339,238249.1346616605
2340,348144.062446687
2341,203086.83395178363
2342,238682.32332291512
2343,207115.08074739206
2344,241509.8550126361
2345,239358.6571811949
2346,225404.49897380642
2347,200057.24921852333
2348,239143.13066192632
2349,187172.24349614125
2350,275772.96853971103
2351,240969.72363873885
2352,268493.3061075059
2353,253975.11697639912
2354,136247.76977708793
2355,146716.86839450334
2356,163416.10711470636
2357,214841.59188234183
2358,201792.3301389645
2359,126242.65432786354
2360,119533.26988014922
2361,135078.2079397122
2362,265691.9494585449
2363,149967.53340258563
2364,159210.19781317393
2365,220700.22781331072
2366,203323.8862460637
2367,242516.42297984354
2368,210693.86220719968
2369,238629.65994486806
2370,169356.35975596358
2371,167778.36021729495
2372,194000.83388020488
2373,255115.7383209572
2374,279099.71624260105
2375,263487.34940303164
2376,253147.6455774938
2377,322278.6561489582
2378,139771.92391729655
2379,179526.09398835388
2380,151851.32646891178
2381,163598.7052884206
2382,186632.18569641002
2383,202817.17479023425
2384,227555.36450420914
2385,161799.263698895
2386,132161.07678307703
2387,135496.20664203644
2388,116744.26495484753
2389,131132.59217270018
2390,149231.28731381078
2391,145895.66561311923
2392,120107.4597127458
2393,170755.2594578426
2394,162157.45826012868
2395,195122.5889709903
2396,152206.82607476987
2397,185237.9770145427
2398,127120.2496812058
2399,66255.24569249839
2400,58200.8908784627
2401,122631.84992092033
2402,137874.72356449487
2403,128737.99466527434
2404,153874.99222520142
2405,170709.19572036187
2406,133496.4368405985
2407,126721.08819312407
2408,140591.8742657166
2409,136598.24601965788
2410,165230.38009915003
2411,118809.05040119003
2412,155052.5378532723
2413,144983.32024087233
2414,142244.26854180478
2415,142322.4762571251
2416,125853.66786142162
2417,133818.20680013692
2418,126529.7896793955
2419,130300.46875783538
2420,125414.0678286556
2421,140943.74894513492
2422,115381.34405588188
2423,124325.11925165234
2424,146081.93065054217
2425,203510.65176411567
2426,132791.6003305378
2427,136845.4427645209
2428,180095.11632015646
2429,110909.07111068536
2430,132375.76150023856
2431,131393.06686766836
2432,138850.9018084131
2433,147546.5239556642
2434,133095.72328541146
2435,147768.6568976226
2436,111132.26743195487
2437,119662.1807323179
2438,130399.89639668007
2439,125403.66326276805
2440,124604.21286150458
2441,89391.5053524383
2442,95624.42304363791
2443,107766.32396781958
2444,115630.50581166602
2445,81811.13503480384
2446,126767.88224591388
2447,193780.92708105987
2448,121641.49602543052
2449,103682.14182888683
2450,140567.77478226688
2451,125225.73825282876
2452,178277.47641993148
2453,94818.52998580602
2454,129602.9907258024
2455,116706.56679119976
2456,131930.65842096152
2457,126804.4354792603
2458,115808.32751327148
2459,113644.75887079055
2460,139588.65911502397
2461,123317.66301075244
2462,127742.4992509837
2463,123610.41803010207
2464,163815.37020743158
2465,149191.42534450974
2466,131273.00582831842
2467,140269.69118721038
2468,91752.93189629691
2469,85889.91444519153
2470,176390.03709741734
2471,180024.49433767723
2472,140171.40947678703
2473,121202.73609150702
2474,90031.55792739101
2475,195273.1850942168
2476,110145.1817011101
2477,126374.16581185456
2478,165571.7858224907
2479,118654.88003729045
2480,157447.97070277634
2481,140275.53398494693
2482,134690.8625195983
2483,127174.95605762894
2484,126686.8315432109
2485,124928.66557263807
2486,145050.8239277439
2487,199280.80719328305
2488,153978.5722649814
2489,156757.19893348208
2490,146406.42230086215
2491,93902.97622059371
2492,190097.38359217317
2493,144030.20423380868
2494,148147.99205196262
2495,96517.64572512028
2496,216095.5763255619
2497,128258.43750266137
2498,119457.91055383523
2499,99783.17136790349
2500,140102.0840728692
2501,129870.81630222662
2502,131907.0805165254
2503,93866.04794484754
2504,179168.93525105272
2505,221774.0697019886
2506,271265.1048173928
2507,315459.2114342059
2508,262515.83867552644
2509,219280.84744455028
2510,218438.628255883
2511,190287.4727927395
2512,224795.0232318967
2513,215738.2129860717
2514,260384.44702770904
2515,153848.83699422656
2516,157338.7397510557
2517,142103.89705860525
2518,145932.2655408222
2519,244026.46615148254
2520,210490.59276121217
2521,192151.54115981338
2522,211685.5016530108
2523,125351.21999645358
2524,143962.11646850896
2525,143119.29067674378
2526,144193.19764457174
2527,133644.55633371713
2528,116784.89014474096
2529,147224.6790488012
2530,114913.15835670863
2531,238466.37447797487
2532,222393.4895766778
2533,202764.14694904262
2534,241526.64814350184
2535,284825.9140976047
2536,229130.1659189938
2537,232767.06008254105
2538,191428.16242218373
2539,176157.42198192442
2540,175061.40984462944
2541,178582.87066243507
2542,170075.1741045274
2543,122821.76322160118
2544,107755.0909750174
2545,122507.30309529508
2546,138428.20301464992
2547,135676.87214694938
2548,179154.1021025498
2549,157343.8914229046
2550,245167.84534047375
2551,150392.72178248514
2552,127856.33529993615
2553,86355.60602993434
2554,108021.55739255993
2555,100036.82747666517
2556,105082.01806644603
2557,98674.92894079568
2558,153424.72531035042
2559,158199.8596271768
2560,149234.08831780287
2561,148624.884588152
2562,130656.97579931474
2563,148957.2903571263
2564,202516.788783118
2565,135820.63812036347
2566,187474.62608897805
2567,141813.5606977521
2568,190518.53713639412
2569,195804.920075998
2570,117869.57989335235
2571,201457.1661517815
2572,175158.16783155565
2573,217868.59896963817
2574,261568.46315470518
2575,131347.8471881685
2576,134453.20377636165
2577,156927.62101520257
2578,92003.68607674875
2579,77232.25892039805
2580,133298.19859664957
2581,120832.40843019838
2582,120300.23162194343
2583,266971.5297141123
2584,165103.55095917717
2585,183031.7521152286
2586,187607.5811862092
2587,183159.63984636732
2588,142925.20407630058
2589,133564.67583639207
2590,208723.2770737448
2591,190532.43261616843
2592,218188.30562907975
2593,249337.72779759925
2594,175002.4898092478
2595,218688.0743042449
2596,285030.4495982902
2597,201663.37055335802
2598,277128.88754002185
2599,353243.24008029955
2600,143761.38058424185
2601,152993.4559947083
2602,81321.68930374886
2603,88746.36947478032
2604,80057.4354606971
2605,83880.52678032241
2606,146582.00405058684
2607,181030.3547751392
2608,189271.90015070862
2609,160575.43081491982
2610,104973.08427957559
2611,123537.17522981296
2612,159807.87120028608
2613,125636.46311136842
2614,117685.83806911224
2615,155616.94327805337
2616,135225.93924524408
2617,175233.16593119374
2618,190927.4408299289
2619,220118.33096342417
2620,178092.45478970493
2621,185290.2942807235
2622,186129.6091555309
2623,252876.53107761493
2624,301491.4638393803
2625,347713.1419935791
2626,167691.27999767655
2627,186567.708020329
2628,400150.2463938525
2629,433737.2962926036
2630,330137.64651983586
2631,428424.6658973078
2632,392314.8581268082
2633,306543.43788788683
2634,365561.192503409
2635,151109.86155876046
2636,188290.02203755942
2637,190473.46244801168
2638,244910.9893275092
2639,180730.78592684012
2640,152520.60997085855
2641,114947.16694335922
2642,191494.85958911697
2643,105444.56604749491
2644,137211.00565813392
2645,95890.3928074499
2646,92802.24556158324
2647,96708.87312764823
2648,146658.50381365445
2649,145030.37718556088
2650,145245.8478085671
2651,155537.04691623358
2652,402095.62248650263
2653,258042.75477325253
2654,249019.6528499185
2655,368183.9043479052
2656,290753.8072334587
2657,308246.7148545461
2658,283298.51823545445
2659,306228.6526327321
2660,376853.8090094711
2661,355296.0234431193
2662,347398.7691490473
2663,270310.49377599015
2664,274158.83737036266
2665,304633.5284511866
2666,293909.9278751038
2667,169904.55705346618
2668,186466.97143406677
2669,167704.05299655674
2670,262076.66530431106
2671,185786.2610871465
2672,174969.92853938468
2673,191981.86695469165
2674,189675.75007043313
2675,175523.8730953786
2676,189910.56657194594
2677,182904.7204929296
2678,264852.9501308092
2679,269375.86459304305
2680,288690.3523765161
2681,420470.5682210821
2682,319790.71507785434
2683,528750.4670975613
2684,324944.0323278839
2685,343669.9104416188
2686,253828.5199815324
2687,288719.8630529996
2688,233755.05263443018
2689,211862.3540543192
2690,413590.5875425988
2691,209024.05246695806
2692,139007.32910586183
2693,209708.09190023862
2694,137056.11663193983
2695,194470.5896994193
2696,187520.8282706161
2697,193229.93142078113
2698,196119.79325810858
2699,176488.74176990314
2700,173883.01989597874
2701,157537.41162619437
2702,128426.96392769813
2703,130754.09958694752
2704,145993.3674615347
2705,127988.64061441136
2706,118239.74061208454
2707,127448.432098347
2708,129612.11212202316
2709,92801.94425148054
2710,111506.50516664408
2711,310794.2914855303
2712,375248.26108851144
2713,188845.6118890826
2714,150347.4727999107
2715,168738.57178662112
2716,153629.56430887122
2717,176391.9810366976
2718,234709.17562930263
2719,161232.70015017607
2720,175222.47587527212
2721,143493.0154622734
2722,164933.3305226493
2723,148081.6433931244
2724,130994.56447726444
2725,135642.01563693426
2726,143018.8781825586
2727,167436.67551198465
2728,166042.35367702047
2729,140552.41223629733
2730,142455.30870750113
2731,118361.65849161989
2732,119327.60440667006
2733,147894.57770481377
2734,150239.55364232825
